Agency Name,City,State,Total_Expenditures_per_Pupil,Total_Current_Expenditures_per_Pupil,Instructional_Expenditures_per_Pupil
MOUNT PLEASANT AREA SD,Mount Pleasant,PA,14589,11656,6851
MOUNT UNION AREA SD,Mount Union,PA,13780,11069,6875
MOUNTAIN VIEW SD,Kingsley,PA,18165,16061,10026
MT LEBANON SD,Pittsburgh,PA,19562,14239,9357
MUHLENBERG SD,Laureldale,PA,14169,11933,7506
Multicultural Academy CS,Philadelphia,PA,10464,10037,5045
MUNCY SD,Muncy,PA,16086,13793,8942
NAZARETH AREA SD,Nazareth,PA,15250,13264,8306
NESHAMINY SD,Langhorne,PA,19907,15360,10082
NESHANNOCK TOWNSHIP SD,New Castle,PA,14491,12412,7798
NEW BRIGHTON AREA SD,New Brighton,PA,15091,12514,7908
NEW CASTLE AREA SD,New Castle,PA,15626,12858,8214
NEW DAY CHARTER SCHOOL,Huntingdon,PA,11095,10797,4534
NEW FOUNDATIONS CS,Philadelphia,PA,10423,10015,5233
NEW HOPE-SOLEBURY SD,New Hope,PA,22799,20772,12468
NEW KENSINGTON-ARNOLD SD,New Kensington,PA,17245,13575,8657
NEWPORT SD,Newport,PA,21644,13531,8949
NITTANY VALLEY CS,State College,PA,14918,14143,11531
NORRISTOWN AREA SD,Norristown,PA,19797,16591,10388
NORTH ALLEGHENY SD,Pittsburgh,PA,16789,14751,9276
NORTH CLARION COUNTY SD,Tionesta,PA,13865,11911,7312
NORTH EAST SD,North East,PA,12760,10954,6802
NORTH HILLS SD,Pittsburgh,PA,16971,13837,8958
NORTH PENN SD,Lansdale,PA,18516,15825,10546
NORTH POCONO SD,Moscow,PA,16109,13074,8034
NORTH SCHUYLKILL SD,Ashland,PA,18481,11640,7368
NORTH STAR SD,Boswell,PA,15023,12604,7095
NORTHAMPTON AREA SD,Northampton,PA,21650,13085,7911
NORTHEAST BRADFORD SD,Rome,PA,14593,13546,8047
NORTHEASTERN YORK SD,Manchester,PA,15453,12991,8307
NORTHERN BEDFORD COUNTY SD,Loysburg,PA,13007,12133,7433
NORTHERN CAMBRIA SD,Northern Cambria,PA,14429,13038,8107
NORTHERN LEBANON SD,Fredericksburg,PA,14276,12039,7399
NORTHERN LEHIGH SD,Slatington,PA,16278,13630,7993
NORTHERN POTTER SD,Ulysses,PA,16101,14171,8286
NORTHERN TIOGA SD,Elkland,PA,14359,13690,8912
NORTHERN YORK COUNTY SD,Dillsburg,PA,14975,11688,7437
NORTHGATE SD,Pittsburgh,PA,16384,14069,8481
NORTHWEST AREA SD,Shickshinny,PA,18495,14832,9405
NORTHWESTERN  SD,Albion,PA,13322,10996,7049
NORTHWESTERN LEHIGH SD,New Tripoli,PA,16320,13657,8113
NORTHWOOD ACADEMY CS,Philadelphia,PA,11824,10865,7248
NORWIN SD,North Huntingdon,PA,12148,10467,6679
OCTORARA AREA SD,Atglen,PA,17877,13709,8672
OIL CITY AREA SD,Oil City,PA,13778,11816,6845
OLD FORGE SD,Old Forge,PA,12739,10972,6953
OLEY VALLEY SD,Oley,PA,16080,13859,8390
OLNEY CHARTER HIGH SCHOOL,Philadelphia,PA,16739,14537,9474
OSWAYO VALLEY SD,Shinglehouse,PA,17182,14396,7912
OTTO-ELDRED SD,Duke Center,PA,16429,12811,7269
OWEN J ROBERTS SD,Pottstown,PA,17469,14589,8389
OXFORD AREA SD,Oxford,PA,15240,11087,6595
PALISADES SD,Kintnersville,PA,21782,18317,10821
PALMERTON AREA SD,Palmerton,PA,14094,11251,7133
PALMYRA AREA SD,Palmyra,PA,12221,10454,6648
PAN AMERICAN ACADEMY CS,Philadelphia,PA,11509,11102,7389
PANTHER VALLEY SD,Lansford,PA,16913,11407,7714
PARKLAND SD,Allentown,PA,16627,14015,9002
PEN ARGYL AREA SD,Pen Argyl,PA,16266,13946,8108
PENN CAMBRIA SD,Cresson,PA,13017,11775,6890
Penn Hills Charter School of Entrepreneurship,Pittsburgh,PA,16265,14601,6373
PENN HILLS SD,Pittsburgh,PA,22737,16237,8989
PENN MANOR SD,Millersville,PA,14704,11557,7255
PENN-DELCO SD,Aston,PA,21062,13425,8035
PENN-TRAFFORD SD,Harrison City,PA,15690,11378,7056
PENNCREST SD,Saegertown,PA,16075,14203,9107
PENNRIDGE SD,Perkasie,PA,16148,13136,8424
PENNS MANOR AREA SD,Clymer,PA,17451,15070,9649
PENNS VALLEY AREA SD,Spring Mills,PA,16099,13511,7907
PENNSBURY SD,Fallsington,PA,17888,15188,10003
PENNSYLVANIA CYBER CS,Midland,PA,13504,12400,7921
PENNSYLVANIA DISTANCE LEARNING CS,Wexford,PA,13549,11560,6697
PENNSYLVANIA LEADERSHIP CHARTER SCHOOL,West Chester,PA,11900,11275,7273
PENNSYLVANIA VIRTUAL CS,King of Prussia,PA,11151,11087,6258
PEOPLE FOR PEOPLE CS,Philadelphia,PA,13760,13493,6354
PEQUEA VALLEY SD,Kinzers,PA,19830,15524,8633
PERKIOMEN VALLEY SD,Collegeville,PA,16223,13968,8798
PERSEUS HOUSE CS OF EXCELLENCE,Erie,PA,11582,11076,6148
PETERS TOWNSHIP SD,McMurray,PA,13389,11910,7898
PHILADELPHIA ACADEMY CS,Philadelphia,PA,14687,14254,8716
PHILADELPHIA CITY SD,Philadelphia,PA,19716,10874,6478
PHILADELPHIA ELECTRICAL & TECH CHS,Philadelphia,PA,11720,11470,5652
PHILADELPHIA MONTESSORI CS,Philadelphia,PA,12951,12393,6098
PHILADELPHIA PERFORMING ARTS CS,Philadelphia,PA,10367,10138,4400
PHILIPSBURG-OSCEOLA AREA SD,Philipsburg,PA,17228,14313,8635
PHOENIXVILLE AREA SD,Phoenixville,PA,22468,15910,9483
PINE GROVE AREA SD,Pine Grove,PA,12818,11287,6838
PINE-RICHLAND SD,Gibsonia,PA,15501,13522,8876
PITTSBURGH SD,Pittsburgh,PA,24195,17863,10127
PITTSTON AREA SD,Pittston,PA,12742,11338,7191
PLEASANT VALLEY SD,Brodheadsville,PA,17499,15707,9824
PLUM BOROUGH SD,Plum,PA,18769,12613,8037
POCONO MOUNTAIN SD,Swiftwater,PA,19892,16612,10123
PORT ALLEGANY SD,Port Allegany,PA,14694,12006,7236
PORTAGE AREA SD,Portage,PA,13990,12110,7142
POTTSGROVE SD,Pottstown,PA,24180,15568,9453
POTTSTOWN SD,Pottstown,PA,18466,14083,8785
POTTSVILLE AREA SD,Pottsville,PA,14970,13053,7918
PREMIER ARTS AND SCIENCE CHARTER SCHOOL,Harrisburg,PA,12263,12022,6796
PREPARATORY CS OF MATHEMATICS SCIENCE TECH AND CAREERS,Philadelphia,PA,10234,9900,5596
PROPEL CS - HAZELWOOD,Pittsburgh,PA,19908,14876,7989
PROPEL CS-BRADDOCK HILLS,Pittsburgh,PA,12605,11723,6859
PROPEL CS-EAST,Pittsburgh,PA,12363,11562,6836
PROPEL CS-HOMESTEAD,Pittsburgh,PA,17311,15823,7811
PROPEL CS-MCKEESPORT,Pittsburgh,PA,11870,11008,6682
PROPEL CS-MONTOUR,Pittsburgh,PA,13205,12274,7465
PROPEL CS-NORTHSIDE,Pittsburgh,PA,13235,12303,7028
PROPEL CS-PITCAIRN,Pittsburgh,PA,13135,12053,7482
PUNXSUTAWNEY AREA SD,Punxsutawney,PA,17366,14683,8412
PURCHASE LINE SD,Commodore,PA,17965,15890,8634
QUAKER VALLEY SD,Leetsdale,PA,19384,18111,10782
QUAKERTOWN COMMUNITY SD,Quakertown,PA,21680,14076,8878
RADNOR TOWNSHIP SD,Wayne,PA,23472,20232,12054
READING SD,Reading,PA,14522,10151,6183
RED LION AREA SD,Red Lion,PA,14480,11565,7170
REDBANK VALLEY SD,New Bethlehem,PA,15300,12706,8256
RENAISSANCE ACADEMY CS,Phoenixville,PA,24157,11857,8099
REYNOLDS SD,Greenville,PA,16786,14891,9158
RICHARD ALLEN PREPARATORY CS,Philadelphia,PA,12044,11872,5772
RICHLAND SD,Johnstown,PA,12595,10956,6800
RIDGWAY AREA SD,Ridgway,PA,16110,14298,8466
RIDLEY SD,Folsom,PA,17544,15459,10527
RINGGOLD SD,New Eagle,PA,13998,11220,6280
RIVERSIDE BEAVER COUNTY SD,Ellwood City,PA,15094,13463,8090
RIVERSIDE SD,Taylor,PA,14127,12370,7995
RIVERVIEW SD,Oakmont,PA,20190,17282,9989
ROBERT BENJAMIN WILEY COMMUNITY CS,Erie,PA,12175,11382,6949
ROBERTO CLEMENTE CS,Allentown,PA,11202,11144,4788
ROBERTO CLEMENTE ELEMENTARY CHARTER SCHOOL,Allentown,PA,7013,6584,3578
ROCHESTER AREA SD,Rochester,PA,20827,16106,10054
ROCKWOOD AREA SD,Rockwood,PA,14038,12326,7636
ROSE TREE MEDIA SD,Media,PA,23159,18812,11207
RUSSELL BYERS CS,Philadelphia,PA,12547,11736,6145
SAINT CLAIR AREA SD,Saint Clair,PA,16087,9683,5588
SAINT MARYS AREA SD,Saint Marys,PA,12667,10883,6274
SALISBURY TOWNSHIP SD,Allentown,PA,20377,16736,9412
SALISBURY-ELK LICK SD,Salisbury,PA,14500,13851,7983
SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,Philadelphia,PA,12921,11484,7353
SAUCON VALLEY SD,Hellertown,PA,17609,15585,9633
SAYRE AREA SD,Sayre,PA,16701,14249,8793
SCHOOL LANE CS,Bensalem,PA,21589,10327,6235
SCHUYLKILL HAVEN AREA SD,Schuylkill Haven,PA,13726,12178,7233
SCHUYLKILL VALLEY SD,Leesport,PA,16720,14766,9866
SCRANTON SD,Scranton,PA,14538,12898,8738
SELINSGROVE AREA SD,Selinsgrove,PA,14236,12437,7985
SENECA VALLEY SD,Harmony,PA,14339,12725,8381
SEVEN GENERATIONS CHARTER SCHOOL,Emmaus,PA,13319,11880,6980
SHADE-CENTRAL CITY SD,Cairnbrook,PA,16685,14366,8552
SHALER AREA SD,Glenshaw,PA,17471,14802,9092
SHAMOKIN AREA SD,Coal Township,PA,11713,10021,5962
SHANKSVILLE-STONYCREEK SD,Shanksville,PA,17662,15279,8605
SHARON CITY SD,Sharon,PA,15572,11460,7328
SHARPSVILLE AREA SD,Sharpsville,PA,11737,10368,6309
SHENANDOAH VALLEY SD,Shenandoah,PA,15532,12636,8358
SHENANGO AREA SD,New Castle,PA,15206,13009,8616
SHIKELLAMY SD,Sunbury,PA,15808,11476,7733
SHIPPENSBURG AREA SD,Shippensburg,PA,12718,10674,6793
SLIPPERY ROCK AREA SD,Slippery Rock,PA,15554,12631,8447
SMETHPORT AREA SD,Smethport,PA,15891,14302,8427
SOLANCO SD,Quarryville,PA,13773,11658,7141
SOMERSET AREA SD,Somerset,PA,14592,12589,7814
SOUDERTON AREA SD,Souderton,PA,16424,14110,8728
SOUDERTON CS COLLABORATIVE,Souderton,PA,12618,12491,9519
SOUTH ALLEGHENY SD,Mc Keesport,PA,16036,12554,7623
SOUTH BUTLER COUNTY SD,Saxonburg,PA,12988,11674,6766
SOUTH EASTERN SD,Fawn Grove,PA,20310,13926,8535
SOUTH FAYETTE TOWNSHIP SD,McDonald,PA,14567,12439,7196
SOUTH MIDDLETON SD,Boiling Springs,PA,16959,13006,7950
SOUTH PARK SD,South Park,PA,16696,13010,7738
SOUTH SIDE AREA SD,Hookstown,PA,20326,17596,10525
SOUTH WESTERN SD,Hanover,PA,14042,11980,7731
SOUTH WILLIAMSPORT AREA SD,South Williamsport,PA,12379,11618,7463
SOUTHEAST DELCO SD,Folcroft,PA,16723,13066,8272
SOUTHEASTERN GREENE SD,Greensboro,PA,18730,15730,8471
SOUTHERN COLUMBIA AREA SD,Catawissa,PA,13151,11279,7211
SOUTHERN FULTON SD,Warfordsburg,PA,16318,13083,7915
SOUTHERN HUNTINGDON COUNTY SD,Three Springs,PA,13085,11160,6632
SOUTHERN LEHIGH SD,Center Valley,PA,17858,15050,8936
SOUTHERN TIOGA SD,Blossburg,PA,15316,13160,8633
SOUTHERN YORK COUNTY SD,Glen Rock,PA,15341,13664,8514
SOUTHMORELAND SD,Scottdale,PA,13816,11955,7256
SOUTHWEST LEADERSHIP ACADEMY CS,Philadelphia,PA,10830,10590,4766
SPECTRUM CS,Monroeville,PA,31345,26966,13138
SPRING COVE SD,Roaring Spring,PA,13990,10762,6653
SPRING GROVE AREA SD,Spring Grove,PA,15010,12592,7460
SPRING-FORD AREA SD,Royersford,PA,16306,13972,8994
SPRINGFIELD SD,Springfield,PA,15868,13532,8602
SPRINGFIELD TOWNSHIP SD,Oreland,PA,20777,17805,10925
STATE COLLEGE AREA SD,State College,PA,18922,15616,10093
STEEL VALLEY SD,Munhall,PA,20872,15819,9564
STEELTON-HIGHSPIRE SD,Steelton,PA,13975,10667,6445
STO-ROX SD,McKees Rocks,PA,18276,12905,6985
STONE VALLEY COMMUNITY CS,Huntingdon,PA,11347,10760,6880
STROUDSBURG AREA SD,Stroudsburg,PA,20271,16081,10251
SUGAR VALLEY RURAL CS,Loganton,PA,13085,12662,7153
SULLIVAN COUNTY SD,Laporte,PA,21371,18859,11362
SUSQ-CYBER CS,Bloomsburg,PA,12144,11915,6915
SUSQUEHANNA COMMUNITY SD,Susquehanna,PA,17588,15501,9724
SUSQUEHANNA TOWNSHIP SD,Harrisburg,PA,19030,14569,9284
SUSQUENITA SD,Duncannon,PA,17707,14632,8334
SYLVAN HEIGHTS SCIENCE CS,Harrisburg,PA,13249,11862,7719
TACONY ACADEMY CHARTER SCHOOL,Philadelphia,PA,12059,11628,4848
TAMAQUA AREA SD,Tamaqua,PA,12291,10806,6712
THE PHILADELPHIA CS FOR ARTS AND SCIENCES AT HR EDMUNDS,Philadelphia,PA,11895,11352,5920
TIDIOUTE COMMUNITY CS,Tidioute,PA,14958,13265,8042
TITUSVILLE AREA SD,Titusville,PA,13675,12007,7079
TOWANDA AREA SD,Towanda,PA,14283,12791,7830
TREDYFFRIN-EASTTOWN SD,Wayne,PA,22123,16156,9807
TRI-VALLEY SD,Valley View,PA,22388,13608,7891
TRINITY AREA SD,Washington,PA,15425,14250,9254
TROY AREA SD,Troy,PA,15273,12942,7915
TRUEBRIGHT SCIENCE ACADEMY CS,Philadelphia,PA,11211,10889,5733
TULPEHOCKEN AREA SD,Bethel,PA,19416,17615,10747
TUNKHANNOCK AREA SD,Tunkhannock,PA,16563,15051,9184
TURKEYFOOT VALLEY AREA SD,Confluence,PA,14205,12591,6591
TUSCARORA SD,Mercersburg,PA,13453,11244,6520
TUSSEY MOUNTAIN SD,Saxton,PA,15970,13957,8068
TWIN VALLEY SD,Elverson,PA,15515,13161,8475
TYRONE AREA SD,Tyrone,PA,13437,11419,7034
UNION AREA SD,New Castle,PA,14521,12029,7566
UNION CITY AREA SD,Union City,PA,14832,13344,8167
UNION SD,Rimersburg,PA,16653,14740,8423
UNIONTOWN AREA SD,Uniontown,PA,16135,13013,7532
UNIONVILLE-CHADDS FORD SD,Kennett Square,PA,18884,15725,9781
UNITED SD,Armagh,PA,21188,16078,9817
UNIVERSAL ALCORN CS,Philadelphia,PA,10804,10591,4642
UNIVERSAL AUDENRIED CHARTER SCHOOL,Philadelphia,PA,15156,14788,6833
UNIVERSAL BLUFORD CHARTER SCHOOL,Philadelphia,PA,12841,12476,5666
UNIVERSAL CREIGHTON CHARTER SCHOOL,Philadelphia,PA,12426,11797,6433
UNIVERSAL DAROFF CHARTER SCHOOL,Philadelphia,PA,13359,12756,7446
UNIVERSAL INSTITUTE CS,Philadelphia,PA,16026,16003,6432
UNIVERSAL VARE CHARTER SCHOOL,Philadelphia,PA,14353,14234,7086
UPPER ADAMS SD,Biglerville,PA,16652,12356,7147
UPPER DARBY SD,Drexel Hill,PA,14518,11899,7774
UPPER DAUPHIN AREA SD,Lykens,PA,14565,12913,8502
UPPER DUBLIN SD,Maple Glen,PA,19702,16785,11123
UPPER MERION AREA SD,King of Prussia,PA,20188,17624,10797
UPPER MORELAND TOWNSHIP SD,Willow Grove,PA,18532,15071,8864
UPPER PERKIOMEN SD,Pennsburg,PA,15382,13159,8336
UPPER SAINT CLAIR SD,Pittsburgh,PA,17285,14861,9177
URBAN ACADEMY OF GREATER PITTSBURGH CS,Pittsburgh,PA,15018,14747,9190
URBAN PATHWAYS 6-12 CS,Pittsburgh,PA,14842,14468,7564
URBAN PATHWAYS K-5 COLLEGE CHARTER SCHOOL,Pittsburgh,PA,14270,13703,6189
VALLEY GROVE SD,Franklin,PA,15037,12285,7308
VALLEY VIEW SD,Archbald,PA,11235,10148,6412
VIDA CHARTER SCHOOL,Gettysburg,PA,11996,11139,7131
WALLENPAUPACK AREA SD,Hawley,PA,20273,18578,11912
WALLINGFORD-SWARTHMORE SD,Wallingford,PA,20353,16995,11186
WARREN COUNTY SD,Russell,PA,16387,12978,7927
WARRIOR RUN SD,Turbotville,PA,13108,11730,7125
WARWICK SD,Lititz,PA,15510,12259,8179
WASHINGTON SD,Washington,PA,17246,13671,8396
WATTSBURG AREA SD,Erie,PA,15240,12925,7320
WAYNE HIGHLANDS SD,Honesdale,PA,17854,16660,10357
WAYNESBORO AREA SD,Waynesboro,PA,11907,9598,6162
WEATHERLY AREA SD,Weatherly,PA,18396,16034,9427
WELLSBORO AREA SD,Wellsboro,PA,16052,13475,8196
WEST ALLEGHENY SD,Imperial,PA,19645,14447,8563
WEST BRANCH AREA SD,Morrisdale,PA,14564,12174,7511
WEST CHESTER AREA SD,Exton,PA,18861,14621,9274
WEST GREENE SD,Waynesburg,PA,28241,19259,11682
WEST JEFFERSON HILLS SD,Jefferson Hills,PA,15299,12563,7547
WEST MIDDLESEX AREA SD,West Middlesex,PA,13912,12232,7637
WEST MIFFLIN AREA SD,West Mifflin,PA,16993,13473,8421
WEST OAK LANE CS,Philadelphia,PA,11430,10344,5191
WEST PERRY SD,Elliottsburg,PA,13700,11905,6995
WEST PHILA. ACHIEVEMENT CES,Philadelphia,PA,9195,8166,4488
WEST SHORE SD,New Cumberland,PA,11807,10746,7070
WEST YORK AREA SD,York,PA,22189,12373,7781
WESTERN BEAVER COUNTY SD,Midland,PA,16832,14726,8887
WESTERN WAYNE SD,Lake Ariel,PA,18059,16390,9882
WESTMONT HILLTOP SD,Johnstown,PA,13148,11710,7240
WHITEHALL-COPLAY SD,Whitehall,PA,13619,11095,6799
WIDENER PARTNERSHIP CS,Chester,PA,14336,13542,6181
WILKES-BARRE AREA SD,Wilkes Barre,PA,16748,13746,8986
WILKINSBURG BOROUGH SD,Wilkinsburg,PA,32152,20637,12253
WILLIAM PENN SD,Lansdowne,PA,17566,14820,9337
WILLIAMS VALLEY SD,Tower City,PA,15481,12133,7773
WILLIAMSBURG COMMUNITY SD,Williamsburg,PA,13851,12439,6708
WILLIAMSPORT AREA SD,Williamsport,PA,17919,13788,8467
WILMINGTON AREA SD,New Wilmington,PA,16341,13918,8738
WILSON  SD,West Lawn,PA,14870,12378,7947
WILSON AREA SD,Easton,PA,15822,13177,8116
WINDBER AREA SD,Windber,PA,15558,12333,7822
WISSAHICKON CS,Philadelphia,PA,14133,12595,6681
WISSAHICKON SD,Ambler,PA,20208,18797,12203
WONDERLAND CS,State College,PA,12764,9258,8247
WOODLAND HILLS SD,N. Braddock,PA,24699,15766,9269
WORLD COMMUNICATIONS CS,Philadelphia,PA,11424,10593,5568
WYALUSING AREA SD,Wyalusing,PA,14644,12858,7815
WYOMING AREA SD,Exeter,PA,13487,11694,7575
WYOMING VALLEY WEST SD,Kingston,PA,15152,12405,8425
WYOMISSING AREA SD,Wyomissing,PA,16615,13691,8344
YORK ACADEMY REGIONAL CHARTER SCHOOL,York,PA,12722,11889,5758
YORK CITY SD,York,PA,19911,12850,8044
YORK SUBURBAN SD,York,PA,16480,13731,8862
YOUGH SD,Herminie,PA,15002,12348,7343
YOUNG SCHOLARS CS,Philadelphia,PA,13715,12750,7289
YOUNG SCHOLARS KENDERTON CS,Philadelphia,PA,14010,13046,8963
YOUNG SCHOLARS OF CENTRAL PA CS,State College,PA,11712,11686,7172
YOUNG SCHOLARS OF WESTERN PENNSYLVANIA CS,Baldwin Township,PA,14150,13624,8154
YOUTH BUILD PHILA CS,Philadelphia,PA,23914,21167,8751
ACHIEVEMENT FIRST RHODE ISLAND,Providence,RI,24956,24011,11250
BARRINGTON,Barrington,RI,15285,14102,9242
BEACON CHARTER SCHOOL,Woonsocket,RI,13552,13230,7104
BLACKSTONE ACADEMY,Pawtucket,RI,14246,13526,6363
Blackstone Valley Prep  A RI Mayoral Academy,Cumberland,RI,14897,14410,6642
BRISTOL WARREN,Bristol,RI,17252,14281,8349
BURRILLVILLE,Harrisville,RI,14261,13342,7389
CENTRAL FALLS,Central Falls,RI,18456,16076,8890
CHARIHO,Wood River Junction,RI,18265,17047,10000
COVENTRY,Coventry,RI,15297,14283,9423
CRANSTON,Cranston,RI,16278,14752,9344
CUMBERLAND,Cumberland,RI,14057,12324,7243
DAVIES CAREER AND TECH,Lincoln,RI,20903,19444,10291
EAST GREENWICH,East Greenwich,RI,16480,14758,8592
EAST PROVIDENCE,East Providence,RI,17182,14310,8715
EXETER-WEST GREENWICH,West Greenwich,RI,21319,19103,11880
FOSTER,Foster,RI,15458,14585,7782
FOSTER-GLOCESTER,North Scituate,RI,22801,19613,12731
GLOCESTER,Chepachet,RI,17994,17176,10518
HIGHLANDER,Providence,RI,16402,15369,7656
INTERNATIONAL CHARTER,Pawtucket,RI,14702,14649,8465
JAMESTOWN,Jamestown,RI,26986,20106,12560
JOHNSTON,Johnston,RI,19414,16723,10148
KINGSTON HILL ACADEMY,Saunderstown,RI,16291,15122,7804
LEARNING COMMUNITY,Central Falls,RI,16283,15449,7439
LINCOLN,Lincoln,RI,19305,17381,11132
LITTLE COMPTON,Little Compton,RI,30871,22581,12089
MET CAREER AND TECH,Providence,RI,18041,17713,8164
MIDDLETOWN,Middletown,RI,17665,14993,8887
NARRAGANSETT,Baldwinville,RI,22248,20214,11387
NEW SHOREHAM,Block Island,RI,43271,39178,23805
NEWPORT,Newport,RI,21033,17079,10355
NORTH KINGSTOWN,North Kingstown,RI,16568,14284,8680
NORTH PROVIDENCE,North Providence,RI,17530,14949,9743
NORTH SMITHFIELD,Slatersville,RI,15515,13349,7734
PAUL CUFFEE CHARTER SCH,Providence,RI,16142,15315,9286
PAWTUCKET,Pawtucket,RI,14084,12220,7783
PORTSMOUTH,Portsmouth,RI,16801,14705,8207
PROVIDENCE,Providence,RI,18879,16192,8674
RHODE ISLAND NURSES INSTITUTE MIDDLE COLLEGE,Providence,RI,18720,18381,6963
SCITUATE,Scituate,RI,16767,15631,9647
SEGUE INSTITUTE FOR LEARNING,Central Falls,RI,14321,14233,5558
SHEILA SKIP NOWELL LEADERSHIP ACADEMY,Central Falls,RI,14256,14256,5413
SMITHFIELD,Smithfield,RI,15841,15077,9357
SOUTH KINGSTOWN,Wakefield,RI,19037,17259,10346
SOUTHSIDE CHARTER SCHOOL,Providence,RI,21000,17522,7043
THE COMPASS SCHOOL,Kingston,RI,15557,14988,9042
THE GREENE SCHOOL,West Greenwich,RI,14964,14527,6802
THE HOPE ACADEMY,Providence,RI,22333,21444,6222
TIVERTON,Tiverton,RI,17383,14996,9060
TRINITY ACADEMY FOR THE PERFORMING ARTS,Providence,RI,15776,15190,7149
VILLAGE GREEN VIRTUAL,Providence,RI,14596,14187,5470
WARWICK,Warwick,RI,18970,17455,10303
WEST WARWICK,West Warwick,RI,17650,15631,9673
WESTERLY,Westerly,RI,20405,18013,9583
WOONSOCKET,Woonsocket,RI,14138,12054,7465
ABBEVILLE 60,Abbeville,SC,10063,9791,5531
AIKEN 01,Aiken,SC,9738,8613,4988
ALLENDALE 01,Allendale,SC,16013,13869,6290
ANDERSON 01,Williamston,SC,8444,7688,4546
ANDERSON 02,Honea Path,SC,9599,8727,5117
ANDERSON 03,Iva,SC,10336,9081,4888
ANDERSON 04,Pendleton,SC,12397,10836,6323
ANDERSON 05,Anderson,SC,10827,9766,5306
BAMBERG 01,Bamberg,SC,12702,11782,6261
BAMBERG 02,Denmark,SC,14127,13801,6105
BARNWELL 19,Blackville,SC,12567,12081,5693
BARNWELL 29,Williston,SC,11450,11144,5706
BARNWELL 45,Barnwell,SC,10093,9541,4942
BEAUFORT 01,Beaufort,SC,14952,10729,6054
BERKELEY 01,Moncks Corner,SC,12221,8892,4702
CALHOUN 01,St. Matthews,SC,12239,10869,5402
CHARLESTON 01,Charleston,SC,16604,11395,6067
CHEROKEE 01,Gaffney,SC,10235,9534,5319
CHESTER 01,Chester,SC,10723,10094,5208
CHESTERFIELD 01,Chesterfield,SC,9992,9400,5088
CLARENDON 01,Summerton,SC,15522,12990,5707
CLARENDON 02,Manning,SC,12375,8908,4940
CLARENDON 03,Turbeville,SC,8452,8316,4802
COLLETON 01,Walterboro,SC,10474,9287,4872
DARLINGTON 01,Darlington,SC,11344,10027,5088
DEPT OF CORRECTION N04,Columbia,SC,20344,18085,14215
DEPT OF JUVENILE JUSTICE,Columbia,SC,12781,12607,6219
DILLON 03,Latta,SC,8716,7603,3877
DILLON 04,Dillon,SC,8638,8344,3946
DORCHESTER 02,Summerville,SC,10111,7983,4745
DORCHESTER 04,St. George,SC,1500,1099,633
EDGEFIELD 01,Edgefield,SC,10779,10511,5564
FAIRFIELD 01,Winnsboro,SC,20003,14599,7138
FLORENCE 01,Florence,SC,11463,9861,5517
FLORENCE 02,Pamplico,SC,8737,8579,5179
FLORENCE 03,Lake City,SC,11042,10565,5313
FLORENCE 04,Timmonsville,SC,11820,11655,6679
FLORENCE 05,Johnsonville,SC,9471,9139,5137
GEORGETOWN 01,Georgetown,SC,11923,10529,5633
GREENVILLE 01,Greenville,SC,10077,8569,4770
GREENWOOD 50,Greenwood,SC,10065,8747,4716
GREENWOOD 51,Ware Shoals,SC,10329,10269,5337
GREENWOOD 52,Ninety Six,SC,10559,9361,5199
HAMPTON 01,Varnville,SC,10993,10403,5206
HAMPTON 02,Estill,SC,14144,13656,6045
HORRY 01,Conway,SC,11620,10171,5933
JASPER 01,Ridgeland,SC,13594,11369,5251
KERSHAW 01,Camden,SC,10082,9146,5146
LANCASTER 01,Lancaster,SC,10075,8849,5171
LAURENS 55,Laurens,SC,10371,9566,5248
LAURENS 56,Clinton,SC,12036,10220,4946
LEE 01,Bishopville,SC,15803,11966,5567
LEXINGTON 01,Lexington,SC,12943,10683,5842
LEXINGTON 02,West Columbia,SC,11685,10644,5976
LEXINGTON 03,Batesburg,SC,12793,11847,5984
LEXINGTON 04,Swansea,SC,10433,9716,4674
LEXINGTON 05,Irmo,SC,14537,11797,6531
MARION 10,Marion,SC,10067,9689,5259
MARLBORO 01,Bennettsville,SC,12981,9932,5379
MCCORMICK 01,McCormick,SC,14194,13195,6220
NEWBERRY 01,Newberry,SC,11498,10216,5474
OCONEE 01,Walhalla,SC,12675,10851,6208
ORANGEBURG 03,Holly Hill,SC,12713,11927,5846
ORANGEBURG 04,Cope,SC,10816,10341,5459
ORANGEBURG 05,Orangeburg,SC,12544,11855,5625
PICKENS 01,Easley,SC,11309,8060,4639
RICHLAND 01,Columbia,SC,16118,13842,7419
RICHLAND 02,Columbia,SC,13047,11098,6129
SALUDA 01,Saluda,SC,9965,9664,4988
SC PUBLIC CHARTER SCHOOL DISTRICT,Columbia,SC,7957,7027,4146
SPARTANBURG 01,Campobello,SC,10344,9497,5648
SPARTANBURG 02,Chesnee,SC,9799,8428,4869
SPARTANBURG 03,Glendale,SC,13113,11053,5702
SPARTANBURG 04,Woodruff,SC,9508,8789,4816
SPARTANBURG 05,Duncan,SC,10172,9180,5679
SPARTANBURG 06,Roebuck,SC,10642,9535,5520
SPARTANBURG 07,Spartanburg,SC,15297,13791,7889
SUMTER 01,Sumter,SC,10100,9339,4778
UNION 01,Union,SC,9285,8701,4916
